gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,45,No,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.01,5737.54,1
Female,1,Yes,Yes,1,No,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),116.8,3721.14,0
Male,0,Yes,No,3,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,One year,No,Electronic check,29.27,2186.95,0
Male,0,No,No,65,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,90.58,6479.13,0
Male,0,No,No,15,Yes,No,DSL,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,105.28,4018.66,0
Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),68.08,6382.53,0
Male,0,Yes,Yes,20,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.88,2127.36,1
Male,0,Yes,No,3,No,No,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),84.82,6745.84,0
Male,0,Yes,No,61,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),82.12,1024.01,0
Female,0,No,No,15,No,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),114.32,7971.09,0
Male,0,No,No,59,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,102.48,6048.45,0
Male,0,Yes,Yes,54,No,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,74.41,5293.49,0
Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.33,2763.69,0
Male,0,No,Yes,37,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),25.55,5215.91,0
Male,0,No,No,21,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,110.27,7215.78,0
Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,67.43,1864.51,1
Male,1,No,Yes,18,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),84.19,3098.47,1
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),91.62,987.63,0
Male,0,No,No,31,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.54,5033.22,0
Female,0,No,No,64,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,106.15,3242.46,0
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,26.0,6565.2,0
Male,0,Yes,No,26,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.44,1018.03,0
Female,0,Yes,No,22,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Mailed check,96.23,1138.67,1
Male,0,No,No,45,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,43.2,2613.51,1
Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,32.05,2595.31,0
Female,0,No,No,64,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,83.84,5631.92,0
Male,0,No,Yes,35,No,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),53.25,3105.61,1
Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,21.53,4431.75,0
Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),63.93,4444.76,0
Male,0,No,No,17,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,83.85,1911.15,0
Female,0,No,No,70,No,No,No,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,111.76,7391.47,0
Female,1,Yes,Yes,11,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Two year,No,Mailed check,63.28,1730.24,0
Male,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),34.41,5498.95,0
Male,0,Yes,Yes,58,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,63.06,3722.42,0
Male,0,Yes,Yes,57,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),96.42,4421.85,0
Female,1,No,No,14,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,29.69,5590.23,1
Male,0,No,No,1,No,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),38.56,7673.53,1
Female,0,No,No,16,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,47.41,60.22,0
Female,1,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,65.64,5776.6,0
Female,1,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.69,1309.52,1
Female,0,No,Yes,42,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),96.49,6211.96,0
Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.38,7112.45,1
Female,0,No,No,66,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.74,4317.71,0
Female,0,Yes,Yes,53,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),108.29,3772.64,0
Male,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),66.25,425.14,0
Male,0,Yes,No,69,Yes,No,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.22,6784.3,0
Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,112.49,7329.71,1
Female,0,No,Yes,56,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,73.2,5760.84,0
Male,0,No,No,5,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),96.33,1969.62,0
Female,0,No,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,118.23,1982.81,1
Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.25,7174.46,0
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.21,461.1,0
Male,1,Yes,No,52,No,Yes,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.66,711.15,0
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.57,4927.33,0
Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.8,4052.31,1
Male,1,No,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),32.76,322.98,0
Male,0,No,No,65,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),108.82,7129.52,0
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,91.12,2529.12,1
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,119.5,2160.81,0
Male,0,Yes,Yes,6,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,92.68,7110.68,0
Female,0,Yes,No,58,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,104.51,5064.09,0
Male,0,No,No,26,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),115.67,3240.6,1
Female,0,No,No,12,No,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,25.92,3378.63,1
Male,0,No,No,2,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,105.69,4026.02,0
Female,1,Yes,No,32,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),31.08,3783.19,0
Female,0,No,No,50,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),107.87,678.82,1
Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.32,7522.09,0
Female,0,No,No,11,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,66.59,1479.3,0
Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),101.31,647.59,0
Female,0,No,Yes,34,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),60.19,680.96,0
Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,92.85,5025.08,0
Female,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),39.82,7048.16,0
Male,0,Yes,No,15,No,Yes,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),27.12,5437.86,0
Female,0,No,Yes,5,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),86.56,2849.77,0
Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,61.34,4287.21,0
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),42.07,2150.95,0
Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,36.22,904.72,0
Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),107.43,769.44,1
Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.82,5521.04,1
Male,0,No,Yes,19,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),102.68,3403.22,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Credit card (automatic),37.31,5042.31,0
Female,1,Yes,No,62,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,66.06,5413.27,0
Female,0,No,Yes,60,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),63.72,7660.94,1
Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),43.06,2888.43,0
Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),39.65,1628.76,0
Female,0,No,No,55,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),69.5,1077.42,0
Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),65.49,199.11,0
Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,98.43,1262.58,0
Male,0,No,No,42,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,67.38,5548.41,0
Male,1,Yes,Yes,22,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),53.16,3462.02,0
Female,1,No,No,39,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.08,7005.03,0
Female,0,Yes,No,27,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,111.8,153.63,0
Female,0,No,Yes,46,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.9,7450.93,1
Male,0,No,No,28,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,111.65,460.23,0
Male,0,No,Yes,52,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),89.79,7850.54,0
Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.55,877.34,0
Female,0,No,No,39,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.3,1695.74,0
Female,0,Yes,No,18,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,56.08,5802.14,0
Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,94.68,3131.85,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,81.02,7478.26,0
Female,0,Yes,No,11,Yes,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.25,944.89,0
Male,0,No,No,64,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),81.95,5886.39,0
Male,0,No,Yes,71,No,No,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.95,4365.1,0
Female,0,No,No,57,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),71.58,6872.05,0
Female,0,Yes,Yes,35,No,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),56.12,943.4,0
Female,1,Yes,No,37,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.19,7232.18,1
Male,0,No,No,50,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,78.87,334.59,0
Female,0,No,No,30,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,63.54,7063.64,0
Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),119.28,7643.92,0
Male,0,No,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,87.34,821.47,1
Female,0,No,Yes,16,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),108.24,2937.13,1
Male,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,112.16,6915.64,0
Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.27,2796.44,0
Male,0,No,No,3,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.96,1938.43,1
Female,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),69.23,1574.74,0
Female,0,No,No,23,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),35.81,5092.41,0
Male,0,Yes,No,59,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,81.64,1410.56,0
Male,0,No,No,55,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,71.23,1171.22,0
Female,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,No,Mailed check,41.4,1286.09,0
Male,0,Yes,No,32,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),24.1,5355.49,0
Male,0,No,No,60,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,106.9,6606.71,0
Male,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,23.05,6833.93,0
Male,0,No,No,66,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,58.06,6126.21,0
Female,1,No,No,18,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Mailed check,76.0,2728.64,0
Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.93,508.58,0
Male,0,No,No,53,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,One year,No,Electronic check,73.4,5384.13,0
Male,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,42.67,6620.49,0
Male,0,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.11,6025.45,1
Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),20.6,6822.29,0
Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Credit card (automatic),112.49,4875.27,0
Female,0,Yes,Yes,69,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,80.57,6616.85,0
Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,101.86,4577.41,1
Male,0,No,No,9,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,92.23,189.5,1
Male,0,Yes,No,32,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),76.34,1921.49,0
Female,1,Yes,No,14,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Electronic check,71.36,4171.52,0
Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Electronic check,64.65,1056.42,1
Female,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.29,4964.53,0
Male,1,Yes,No,68,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),40.21,344.72,1
Female,0,No,No,22,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.57,3419.33,0
Male,0,Yes,No,20,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),75.1,5735.92,0
Female,0,Yes,No,15,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,93.36,1365.46,0
Male,0,No,No,7,No,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,98.6,4647.37,0
Male,0,No,Yes,30,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),106.24,4053.45,1
Male,0,Yes,No,5,No,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.0,5952.27,0
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),78.99,6654.34,0
Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,No,Credit card (automatic),73.71,3501.29,1
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.21,7928.68,1
Female,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.6,1037.42,0
Male,0,Yes,Yes,64,Yes,No,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,20.95,7346.79,0
Male,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,37.72,3850.3,0
Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.74,6962.34,1
Female,0,Yes,No,10,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.04,6222.57,1
Male,0,Yes,No,29,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.99,4082.73,0
Female,0,No,Yes,31,No,No,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),47.97,4801.26,0
Female,0,No,No,30,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.26,2270.09,0
Male,0,No,No,25,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.82,4627.3,0
Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),46.32,3889.52,0
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.29,2043.4,0
Male,0,No,No,63,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,48.44,2040.11,0
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,109.59,1980.22,0
Male,0,Yes,No,58,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),81.2,5415.37,0
Female,1,No,Yes,28,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.71,3468.58,1
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.23,6521.69,0
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,62.27,5177.4,0
Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.05,3620.54,0
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),78.43,5268.15,1
Female,0,No,No,62,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Two year,No,Electronic check,57.17,6653.45,0
Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),69.53,7148.69,0
Female,0,Yes,No,40,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,56.26,3140.91,0
Female,0,No,No,41,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),96.89,4903.99,0
Male,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,21.87,3305.34,0
Male,0,Yes,No,9,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),69.79,6442.6,1
Female,0,No,Yes,18,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,44.73,122.34,0
Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,43.23,2571.57,0
Female,0,No,No,4,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),38.5,6586.28,1
Male,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),70.06,3875.69,1
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),30.66,6974.79,1
Female,1,Yes,No,38,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),71.96,6102.61,0
Male,1,Yes,No,71,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.33,5295.28,0
Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),109.86,951.89,0
Female,0,No,Yes,20,Yes,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),96.55,156.38,0
Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,84.97,3640.08,0
Male,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,100.69,726.27,0
Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.16,5429.08,1
Male,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,73.21,5554.14,0
Male,1,No,No,42,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.55,6493.4,1
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,72.26,1056.37,0
Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.89,105.19,0
Male,0,Yes,No,10,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),111.3,797.72,0
Female,0,Yes,No,61,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,50.17,3386.03,0
Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,88.67,570.62,0
